1,	0.792222,	0
2,	0.79748,	0.00525775
3,	0.797787,	0.00305101
4,	0.798868,	0.00241336
5,	0.799054,	0.00187856
6,	0.799235,	0.0015445
7,	0.799336,	0.00130925
8,	0.799359,	0.00113407
9,	0.799514,	0.00101211
10,	0.79986,	0.000969169
11,	0.79996,	0.000882322
12,	0.799878,	0.000809556
13,	0.799561,	0.000809423
14,	0.79986,	0.000806666
15,	0.800124,	0.000796185
16,	0.799711,	0.000851695
17,	0.800048,	0.000868153
18,	0.800126,	0.000822148
19,	0.800209,	0.000782116
20,	0.800194,	0.000742125
21,	0.800155,	0.000706989
22,	0.800347,	0.00070088
23,	0.800464,	0.000679808
24,	0.800318,	0.000666851
25,	0.800465,	0.00065617
26,	0.800494,	0.000631087
27,	0.800442,	0.000609483
28,	0.80036,	0.00059294
29,	0.800342,	0.000572423
30,	0.80036,	0.0005533
31,	0.800302,	0.000538214
32,	0.800267,	0.000522337
33,	0.800168,	0.000515736
34,	0.800242,	0.000505725
35,	0.800294,	0.000493855
36,	0.800321,	0.000480676
37,	0.80027,	0.000470244
38,	0.800309,	0.000459316
39,	0.800316,	0.000447436
40,	0.800314,	0.00043611
41,	0.800246,	0.000430711
42,	0.800315,	0.000425842
43,	0.800304,	0.000415947
44,	0.800283,	0.000406962
45,	0.800258,	0.000398595
46,	0.800269,	0.000389987
47,	0.800208,	0.000386424
48,	0.800224,	0.000378642
49,	0.800143,	0.000379672
50,	0.800212,	0.000378331
51,	0.800277,	0.000376529
52,	0.800223,	0.00037307
53,	0.800245,	0.000366605
54,	0.800193,	0.000363495
55,	0.800152,	0.000359126
56,	0.800162,	0.00035279
57,	0.800169,	0.000346608
58,	0.800173,	0.000340611
59,	0.800228,	0.000339196
60,	0.80013,	0.000347702
61,	0.800208,	0.0003508
62,	0.800212,	0.000345123
63,	0.800192,	0.000340192
64,	0.800258,	0.000341261
65,	0.800208,	0.000339637
66,	0.800235,	0.000335551
67,	0.800249,	0.000330799
68,	0.800198,	0.000329952
69,	0.80027,	0.000333025
70,	0.800247,	0.000329046
71,	0.800242,	0.000324419
72,	0.800235,	0.000319952
73,	0.800199,	0.000317563
74,	0.800203,	0.000313262
75,	0.800209,	0.000309133
76,	0.800127,	0.000315946
77,	0.800134,	0.000311898
78,	0.800181,	0.000311348
79,	0.80019,	0.000307509
80,	0.800204,	0.000304005
81,	0.800172,	0.000301997
82,	0.800122,	0.000302371
83,	0.800133,	0.000298906
84,	0.800135,	0.000295329
85,	0.800099,	0.000293999
86,	0.800117,	0.000291122
87,	0.800107,	0.000287926
88,	0.800041,	0.000292265
89,	0.800127,	0.000301695
90,	0.800127,	0.000298324
91,	0.800173,	0.000298584
92,	0.800136,	0.000297674
93,	0.800125,	0.000294651
94,	0.800117,	0.00029163
95,	0.800088,	0.000289927
96,	0.800124,	0.000289135
97,	0.800115,	0.000286276
98,	0.800132,	0.000283854
99,	0.800122,	0.000281176
100,	0.800128,	0.00027843
