1,	-6.65057,	0
2,	-6.65826,	0.00768973
3,	-6.65829,	0.00443981
4,	-6.65974,	0.0034556
5,	-6.65984,	0.00267851
6,	-6.6601,	0.00220298
7,	-6.66004,	0.00186282
8,	-6.66005,	0.00161327
9,	-6.6602,	0.00143107
10,	-6.66077,	0.00140154
11,	-6.66098,	0.001285
12,	-6.66083,	0.00118357
13,	-6.66028,	0.00121908
14,	-6.66071,	0.00120959
15,	-6.66108,	0.00118493
16,	-6.66053,	0.0012382
17,	-6.66101,	0.00125964
18,	-6.66115,	0.00119549
19,	-6.6613,	0.00114027
20,	-6.66131,	0.00108188
21,	-6.66125,	0.00103115
22,	-6.66155,	0.00102815
23,	-6.66171,	0.000996134
24,	-6.66148,	0.00098159
25,	-6.66173,	0.000974769
26,	-6.6618,	0.000939095
27,	-6.66172,	0.000907782
28,	-6.66157,	0.000886885
29,	-6.66158,	0.000855777
30,	-6.66163,	0.000828391
31,	-6.66157,	0.000803493
32,	-6.66151,	0.00077999
33,	-6.66136,	0.000771677
34,	-6.66148,	0.000759142
35,	-6.66159,	0.000744592
36,	-6.66161,	0.000723832
37,	-6.66155,	0.00070616
38,	-6.66163,	0.000691867
39,	-6.66164,	0.000673952
40,	-6.66162,	0.000657109
41,	-6.66151,	0.000650103
42,	-6.66162,	0.00064282
43,	-6.6616,	0.000627935
44,	-6.66157,	0.000613991
45,	-6.66155,	0.000600911
46,	-6.66157,	0.000588237
47,	-6.66146,	0.000586652
48,	-6.66149,	0.000575499
49,	-6.66138,	0.000574344
50,	-6.6615,	0.000575077
51,	-6.66159,	0.000569791
52,	-6.66149,	0.000567556
53,	-6.6615,	0.000556873
54,	-6.6614,	0.000554373
55,	-6.66133,	0.000549487
56,	-6.66134,	0.000539729
57,	-6.66134,	0.000530197
58,	-6.66135,	0.000521218
59,	-6.66143,	0.000518897
60,	-6.66129,	0.000530737
61,	-6.66142,	0.000537238
62,	-6.66141,	0.000528565
63,	-6.66138,	0.000520802
64,	-6.66148,	0.000521382
65,	-6.66139,	0.000521128
66,	-6.66141,	0.000513934
67,	-6.66141,	0.000506205
68,	-6.66132,	0.000506992
69,	-6.66144,	0.000514322
70,	-6.66142,	0.000507599
71,	-6.66141,	0.00050047
72,	-6.66139,	0.000493771
73,	-6.66135,	0.000488787
74,	-6.66137,	0.000482405
75,	-6.66138,	0.00047613
76,	-6.66125,	0.000487532
77,	-6.66127,	0.000481474
78,	-6.66135,	0.00048336
79,	-6.66137,	0.000477416
80,	-6.66139,	0.0004717
81,	-6.66134,	0.000468323
82,	-6.66125,	0.000470793
83,	-6.66126,	0.000465305
84,	-6.66127,	0.000459757
85,	-6.66121,	0.000457611
86,	-6.66123,	0.000452641
87,	-6.66121,	0.000448016
88,	-6.6611,	0.000457233
89,	-6.66122,	0.000469245
90,	-6.66122,	0.000464008
91,	-6.6613,	0.000465501
92,	-6.66125,	0.000462866
93,	-6.66124,	0.000458239
94,	-6.66122,	0.000453628
95,	-6.66116,	0.000452367
96,	-6.66122,	0.000450758
97,	-6.6612,	0.000446348
98,	-6.66123,	0.000442917
99,	-6.66122,	0.000438501
100,	-6.66123,	0.000434154
