1,	9.6678,	0
2,	9.62892,	0.0388842
3,	9.62273,	0.023288
4,	9.61084,	0.0203061
5,	9.61122,	0.0157334
6,	9.60994,	0.0129095
7,	9.60977,	0.0109118
8,	9.61212,	0.00973586
9,	9.61346,	0.00869023
10,	9.61073,	0.008236
11,	9.61174,	0.00751676
12,	9.61253,	0.00690747
13,	9.6149,	0.00678067
14,	9.61389,	0.00635842
15,	9.61133,	0.00644923
16,	9.61485,	0.00698809
17,	9.61173,	0.00726912
18,	9.6105,	0.00696368
19,	9.60968,	0.00663679
20,	9.61041,	0.00633805
21,	9.61052,	0.0060297
22,	9.60881,	0.00599937
23,	9.60753,	0.00587364
24,	9.60928,	0.00588891
25,	9.60838,	0.00571859
26,	9.6083,	0.00549493
27,	9.60903,	0.00533889
28,	9.60956,	0.00517191
29,	9.60941,	0.00499275
30,	9.60903,	0.00483843
31,	9.60967,	0.00472263
32,	9.60979,	0.0045743
33,	9.61055,	0.00449811
34,	9.60956,	0.00447366
35,	9.60957,	0.00434397
36,	9.6086,	0.00433056
37,	9.60885,	0.00421908
38,	9.60851,	0.00412032
39,	9.60846,	0.00401357
40,	9.60878,	0.00392496
41,	9.60949,	0.00389206
42,	9.60884,	0.00385259
43,	9.60888,	0.00376217
44,	9.60879,	0.00367694
45,	9.6088,	0.00359432
46,	9.60867,	0.00351761
47,	9.60887,	0.00344758
48,	9.60832,	0.00341833
49,	9.60897,	0.00340963
50,	9.60861,	0.00335966
51,	9.6082,	0.00331855
52,	9.60928,	0.00342678
53,	9.60938,	0.00336319
54,	9.60995,	0.00334844
55,	9.61051,	0.0033343
56,	9.61057,	0.00327483
57,	9.61018,	0.00324072
58,	9.60983,	0.00320314
59,	9.60894,	0.0032726
60,	9.60938,	0.00324715
61,	9.60843,	0.00333114
62,	9.60843,	0.00327697
63,	9.60857,	0.00322789
64,	9.60778,	0.00327584
65,	9.60824,	0.00325888
66,	9.608,	0.00321832
67,	9.60776,	0.00317923
68,	9.60794,	0.00313741
69,	9.6072,	0.0031787
70,	9.60754,	0.0031517
71,	9.6076,	0.0031075
72,	9.60767,	0.00306474
73,	9.608,	0.0030404
74,	9.60783,	0.00300386
75,	9.60777,	0.00296409
76,	9.60863,	0.00304839
77,	9.60861,	0.00300859
78,	9.60838,	0.00297864
79,	9.608,	0.00296475
80,	9.6077,	0.00294304
81,	9.60789,	0.00291276
82,	9.60809,	0.00288355
83,	9.60793,	0.00285276
84,	9.60774,	0.00282541
85,	9.60786,	0.00279487
86,	9.60766,	0.00276956
87,	9.60752,	0.00274106
88,	9.60787,	0.00273204
89,	9.60715,	0.00279718
90,	9.60726,	0.0027684
91,	9.60692,	0.00275858
92,	9.60713,	0.00273595
93,	9.60717,	0.00270673
94,	9.60714,	0.00267799
95,	9.60732,	0.00265581
96,	9.60694,	0.00265517
97,	9.60713,	0.00263468
98,	9.60712,	0.0026077
99,	9.60745,	0.00260267
100,	9.60738,	0.00257747
