0 -0.47604 0.00947613
1 -0.175638 0.138103
2 -0.548666 0.146945
3 -0.60645 0.168069
4 -0.568322 0.172277
5 -0.723384 0.172344
6 -0.491916 0.15385
7 -0.412662 0.178268
8 -0.481111 0.179878
9 -0.477494 0.132373
10 -0.246081 0.172688
11 -0.627189 0.172735
12 -0.488987 0.170417
13 -0.339464 0.175653
14 -0.837519 0.171578
15 -0.506696 0.154889
16 -0.667289 0.14803
17 -0.0768853 0.154486
18 -0.0495 0.145309
19 -0.654486 0.142689
20 -0.599759 0.138393
21 -0.301432 0.150797
22 -0.434055 0.138268
23 -0.325639 0.161348
24 -0.468658 0.136611
25 -0.674766 0.135114
26 -0.647981 0.1248
27 -0.725555 0.148074
28 -0.497436 0.114558
29 -0.511353 0.147231
30 -0.546111 0.154474
31 -0.190093 0.134103
32 -0.415543 0.148281
33 -0.334436 0.146805
34 -0.477084 0.161597
35 -0.52721 0.120179
36 -0.478286 0.131893
37 -0.479208 0.140656
38 -0.322344 0.14201
39 -0.352925 0.0845195
40 -0.554477 0.141357
41 -0.29882 0.10023
42 -0.307807 0.1401
43 -0.535478 0.12969
44 -0.512114 0.114708
45 -0.485767 0.13062
46 -0.509078 0.10385
47 -0.643019 0.159716
48 -0.45416 0.116442
49 -0.181443 0.0969514
50 -0.523565 0.134696
51 -0.535229 0.0884287
52 -0.57423 0.142161
53 -0.25985 0.113886
54 -0.558272 0.0932938
55 -0.670281 0.129095
56 -0.647015 0.132466
57 -0.183267 0.12615
58 -0.745002 0.127424
59 -0.574079 0.146126
60 -0.361143 0.0998488
61 -0.370147 0.0946324
62 -0.689461 0.143198
63 -0.468841 0.100747
64 -0.654686 0.134922
65 -0.499873 0.127211
66 -0.549848 0.120832
67 -0.300173 0.102739
68 -0.394324 0.115758
69 -0.378591 0.116958
70 -0.594608 0.118886
71 -0.426326 0.1212
72 -0.478845 0.0948787
73 -0.700119 0.137597
74 -0.548536 0.0916208
75 -0.407846 0.151745
76 -0.317288 0.156944
77 -0.154936 0.143163
78 -0.216353 0.0867543
79 -0.53751 0.157445
80 -0.396583 0.124842
81 -0.391905 0.130278
