0 -0.47604 0.00947613
1 -0.5532 0.00902191
2 -0.608317 0.00713164
3 -0.648294 0.00617494
4 -0.67226 0.0068308
5 -0.700988 0.0065824
6 -0.725086 0.00611414
7 -0.740993 0.00505391
8 -0.756857 0.00540824
9 -0.763553 0.00485366
10 -0.769023 0.00422204
11 -0.773235 0.00429788
12 -0.777619 0.00407855
13 -0.778921 0.0042134
14 -0.780595 0.00387591
15 -0.785373 0.00378764
16 -0.787178 0.00442301
17 -0.790068 0.0032164
18 -0.793976 0.00328105
19 -0.795502 0.00448221
20 -0.794199 0.00388617
21 -0.79644 0.00375179
22 -0.799205 0.00438106
23 -0.793718 0.00386255
24 -0.790532 0.00313792
25 -0.788041 0.00359425
26 -0.785412 0.00364317
27 -0.780173 0.0037231
28 -0.78052 0.00406286
29 -0.777623 0.00310664
30 -0.775858 0.00402979
31 -0.775192 0.0045156
32 -0.776278 0.00447843
33 -0.776663 0.00420149
34 -0.778721 0.00330206
35 -0.780233 0.00293366
36 -0.781576 0.00300928
37 -0.787129 0.00348467
38 -0.786319 0.00396163
39 -0.786069 0.0047849
40 -0.786095 0.00357192
41 -0.784317 0.00377091
42 -0.781351 0.00432522
43 -0.781291 0.0038005
44 -0.783085 0.00345918
45 -0.786088 0.00288162
46 -0.784951 0.00280951
47 -0.785426 0.00326664
48 -0.78594 0.0038421
49 -0.786492 0.00334509
50 -0.784087 0.00408704
51 -0.781297 0.0044665
52 -0.784325 0.0035521
53 -0.782749 0.00494798
54 -0.782974 0.00397045
55 -0.786451 0.0040874
56 -0.783758 0.00384042
57 -0.781612 0.00334629
58 -0.782084 0.00323165
59 -0.786333 0.00326102
60 -0.78493 0.00369012
61 -0.78158 0.00404697
62 -0.783229 0.00317078
63 -0.782132 0.00318044
64 -0.784313 0.00314654
65 -0.781059 0.00389224
66 -0.784719 0.002711
67 -0.782264 0.00357306
68 -0.780421 0.00377416
69 -0.779892 0.00397861
70 -0.77981 0.00399311
71 -0.782068 0.00415115
72 -0.783116 0.00381652
73 -0.780954 0.00337451
74 -0.780163 0.00230044
75 -0.78109 0.00261626
76 -0.778269 0.00288541
77 -0.78115 0.00334227
78 -0.781807 0.00342828
79 -0.782208 0.00422812
80 -0.776255 0.00333884
81 -0.775932 0.00283252
82 -0.77338 0.0029612
83 -0.777164 0.00305125
84 -0.778715 0.00329024
85 -0.776505 0.00360525
86 -0.778675 0.00386563
87 -0.776373 0.00350198
88 -0.777648 0.00362377
89 -0.780774 0.00310279
90 -0.783431 0.00282503
91 -0.781535 0.00341836
92 -0.783594 0.0031071
93 -0.779623 0.00396174
94 -0.779511 0.0038176
95 -0.783603 0.00431513
96 -0.783307 0.00396087
97 -0.781569 0.0029642
98 -0.781377 0.00333147
99 -0.785679 0.00292954
100 -0.785167 0.00301734
101 -0.7852 0.00311381
102 -0.785371 0.00385344
103 -0.786407 0.0030693
104 -0.783696 0.00334265
105 -0.782398 0.0029862
106 -0.780251 0.00312057
107 -0.778545 0.00352303
108 -0.779963 0.00323156
109 -0.779278 0.0036555
110 -0.778791 0.00339589
111 -0.779489 0.00335346
112 -0.780365 0.00344011
113 -0.781029 0.00399059
114 -0.780405 0.00394421
115 -0.777668 0.00444057
116 -0.778309 0.00453966
117 -0.776657 0.00343344
118 -0.777455 0.0036127
119 -0.77595 0.0034431
120 -0.774795 0.0034487
121 -0.776986 0.00344958
122 -0.775886 0.00354527
123 -0.779274 0.00392071
124 -0.779933 0.0034121
125 -0.775726 0.00256998
126 -0.775423 0.00250604
127 -0.777481 0.0031256
128 -0.778966 0.00352575
129 -0.780873 0.00375233
130 -0.782004 0.00331268
131 -0.784061 0.00347791
132 -0.78017 0.00409152
133 -0.784189 0.00412815
134 -0.783478 0.00484425
135 -0.782746 0.00429549
136 -0.783079 0.0036041
137 -0.781094 0.00375681
138 -0.780751 0.00391915
139 -0.782952 0.00381005
140 -0.778115 0.00415151
141 -0.77882 0.00371409
142 -0.779524 0.00309796
143 -0.780882 0.00351829
144 -0.779157 0.00365956
145 -0.781758 0.0034118
146 -0.781809 0.00353165
147 -0.781308 0.00394807
148 -0.780341 0.00367224
